zip,lat,lng,city,state_id,population,county_name,timezone
72034,35.05405,-92.47945,Conway,AR,49420,Faulkner,America/Chicago
75104,32.58295,-96.96712,Cedar Hill,TX,49425,Dallas,America/Chicago
76116,32.72128,-97.44766,Fort Worth,TX,49685,Tarrant,America/Chicago
65201,38.89595,-92.24365,Columbia,MO,49811,Boone,America/Chicago
63123,38.54949,-90.32739,Saint Louis,MO,49826,St. Louis,America/Chicago
74055,36.27735,-95.81998,Owasso,OK,49895,Tulsa,America/Chicago
75154,32.52319,-96.80885,Red Oak,TX,50178,Ellis,America/Chicago
63031,38.81392,-90.35224,Florissant,MO,50258,St. Louis,America/Chicago
67401,38.83554,-97.64621,Salina,KS,50272,Saline,America/Chicago
75033,33.18471,-96.84404,Frisco,TX,50292,Denton,America/Chicago
63385,38.79732,-90.85649,Wentzville,MO,50420,St. Charles,America/Chicago
73072,35.21106,-97.50518,Norman,OK,50500,Cleveland,America/Chicago
76051,32.94192,-97.07888,Grapevine,TX,50514,Tarrant,America/Chicago
75034,33.12084,-96.83778,Frisco,TX,51059,Collin,America/Chicago
63129,38.45654,-90.32202,Saint Louis,MO,51356,St. Louis,America/Chicago
63301,38.86159,-90.47207,Saint Charles,MO,51625,St. Charles,America/Chicago
75287,33.00015,-96.84075,Dallas,TX,52727,Collin,America/Chicago
75080,32.97382,-96.7416,Richardson,TX,52746,Dallas,America/Chicago
75062,32.847,-96.95813,Irving,TX,52756,Dallas,America/Chicago
76119,32.69026,-97.26176,Fort Worth,TX,53062,Tarrant,America/Chicago
75074,33.03298,-96.67304,Plano,TX,53146,Collin,America/Chicago
76131,32.88227,-97.34895,Fort Worth,TX,53194,Tarrant,America/Chicago
75025,33.09057,-96.74061,Plano,TX,53352,Collin,America/Chicago
76133,32.6538,-97.37746,Fort Worth,TX,53825,Tarrant,America/Chicago
63366,38.85918,-90.71964,O'Fallon,MO,54449,St. Charles,America/Chicago
75216,32.71158,-96.78256,Dallas,TX,54556,Dallas,America/Chicago
75007,33.00498,-96.8959,Carrollton,TX,55050,Denton,America/Chicago
76227,33.27465,-96.99075,Aubrey,TX,55437,Denton,America/Chicago
76010,32.72271,-97.08065,Arlington,TX,55610,Tarrant,America/Chicago
75061,32.82607,-96.96563,Irving,TX,55839,Dallas,America/Chicago
75115,32.59831,-96.86433,Desoto,TX,55997,Dallas,America/Chicago
75072,33.1875,-96.70099,Mckinney,TX,55997,Collin,America/Chicago
63021,38.5689,-90.54564,Ballwin,MO,56297,St. Louis,America/Chicago
38017,35.06722,-89.65347,Collierville,TN,56427,Shelby,America/Chicago
65807,37.166,-93.32483,Springfield,MO,56680,Greene,America/Chicago
75227,32.77044,-96.68831,Dallas,TX,57087,Dallas,America/Chicago
72764,36.17746,-94.051,Springdale,AR,57468,Washington,America/Chicago
73013,35.62149,-97.49614,Edmond,OK,58368,Oklahoma,America/Chicago
75149,32.76994,-96.6151,Mesquite,TX,58849,Dallas,America/Chicago
76137,32.85864,-97.29137,Fort Worth,TX,59384,Tarrant,America/Chicago
65203,38.89497,-92.39928,Columbia,MO,59663,Boone,America/Chicago
75070,33.15587,-96.69742,Mckinney,TX,59859,Collin,America/Chicago
73160,35.33574,-97.47651,Oklahoma City,OK,62205,Cleveland,America/Chicago
75150,32.81545,-96.6308,Mesquite,TX,63023,Dallas,America/Chicago
75043,32.8571,-96.57986,Garland,TX,63733,Dallas,America/Chicago
74012,36.05381,-95.80509,Broken Arrow,OK,63899,Tulsa,America/Chicago
75243,32.91232,-96.73633,Dallas,TX,63907,Dallas,America/Chicago
75040,32.92797,-96.62006,Garland,TX,64205,Dallas,America/Chicago
66061,38.89633,-94.88029,Olathe,KS,67510,Johnson,America/Chicago
75098,33.01432,-96.53531,Wylie,TX,67513,Collin,America/Chicago
75056,33.07541,-96.90978,The Colony,TX,67978,Denton,America/Chicago
75067,33.01416,-97.00268,Lewisville,TX,68451,Denton,America/Chicago
75228,32.82456,-96.6805,Dallas,TX,69288,Dallas,America/Chicago
75071,33.24558,-96.62951,Mckinney,TX,69396,Collin,America/Chicago
75068,33.17713,-96.95228,Little Elm,TX,70562,Denton,America/Chicago
75211,32.73649,-96.90214,Dallas,TX,72389,Dallas,America/Chicago
75002,33.08946,-96.60639,Allen,TX,73295,Collin,America/Chicago
63376,38.80022,-90.61636,Saint Peters,MO,74876,St. Charles,America/Chicago
76244,32.93101,-97.28076,Keller,TX,75149,Tarrant,America/Chicago
76179,32.91397,-97.43947,Fort Worth,TX,76468,Tarrant,America/Chicago
75126,32.74361,-96.45289,Forney,TX,77116,Kaufman,America/Chicago
66062,38.83677,-94.78455,Olathe,KS,77794,Johnson,America/Chicago
76028,32.52603,-97.30491,Burleson,TX,78699,Johnson,America/Chicago
76063,32.56913,-97.14376,Mansfield,TX,81758,Tarrant,America/Chicago
75217,32.71291,-96.68243,Dallas,TX,84578,Dallas,America/Chicago
75035,33.15814,-96.7734,Frisco,TX,86135,Collin,America/Chicago
73099,35.52583,-97.76343,Yukon,OK,86749,Canadian,America/Chicago
75052,32.66455,-97.02809,Grand Prairie,TX,95485,Dallas,America/Chicago
